indonesia,betawi
"tolong nih gimana ya, kemarin beli di flash sale udah bayar terus dikabarin stocknya abis, emang kalo jualan ngga ngecek stock dulu apa? [USERNAME] [URL]","tolong nih begimane ye, kemren beli di dagangan kilat udeh bayar terus dikabarin stoknye bures, emang kalo dang kagak ngecek stok dulu ape? [USERNAME] [URL]"
Menyenangkan. Hanya saja kamar mandi terlebih toiletnya flashnya rusak dan agak kotor jadi benar - benar tidak bisa digunakan. Ada deposit 50k walau nanti dikembalikan.,Ngênyênêngin. Tibang ajah sumur têrlebih jambannyah sirêmannyah butut dan rada cêbrik jadi bênêr - bênêr ora bisa dipakèin. Ada déposit 50 rèbu walo nanti dikêmbaliin.
"hotelnya bagus,pelayanan cukup dan kurangnya ac kurang dingin","hotelnye cakep,pelayanan cukup dan kurangnye ac kurang dingin"
"AC Tidak Dingin gak ada usaha lanjutan dari karyawan, kebersihan sangat sangat kurang.. baru kali ini kecewa pake airy..","CA kagak dingin kagak ada usahe lanjutan dari pelayan, keresikan bener-bener kurang.. baru kali ini sakit ati pake airy.."
"nyesel nginep di sini , order lewat airyroom tapi ngak dapat fasilitas airyroom sama sekali, ngecewain banget cekin juga harus nunggu 15menit , parkiran sempit cs jutek ngecewain lah intinya ","nyesel nginep di sini, mesen lewat airyrooms tapi kagak dapet pasilitas airyrooms sama sekali, nyakitin ati bener masuk juge kudu nunggu 15 menit , parkir sumpek pelayan kagak ajer nyakitin ati lah intinye"
Sahabat itu dia yg slalu menemani kita disaat susah maupun senang. Bukan yg datang hanya disaat kita senang lalu pergi disaat kita terpuruk.,Sobat ituh die nyang trus nemenin kite pas suseh maopun seneng. Bukan nyang dateng cume pas kite seneng trus pergi pas kite sengsare
"{MU} guys aku mau ngecat rambut, tp sebelumnya aku blm pernah ngecat rambut, mau minta saran warnanya apa ya? Tp jangan yg heboh2 aku takut kaget","{MU} temen-temen aye mao ngecet rambut, tapi sebelomnye aye belom pernah ngecet rambut, mao minta saran warnanye ape ye? Tapi jangan yang heboh-heboh aye iseng kaget"
Harga dengan fasilitas yang disedikan sangat tidak sesuai. Pas chek-in handuk tidak ada harus diminta dulu baru ada. Dan kebersihan sungguh jauh dari kata bersih untuk standar hotel. Banyak sekali debu apalagi Pas buka gorden terlihat debu yang sepertinya sudah berbulan-bulan tidak dibersihkan. Kamar mandi berbau tidak sedap.,Harge ama pasilitas nyang disediain kaga impas banget. Pas masuk anduk kaga ade kudu diminta dulu baru ada. Dan keresikan bener-bener jauh dari kate resik buat standar hotel. Banyak banget debu apelagi Pas buka ordeng keliatan debu nyang kayenye udeh berbulan-bulan kaga dibersiin. Sumur berbau kaga sedep.
agak jorok wcnya dan spraynya gak bersh,rade merah-meruh jambannye ame seprenye kagak resik
Sementara gue begitu ketakutan buat melanjutkan hubungan gue ke arah yang lebih serius dan malah memutuskan buat pisah dari laki-laki yang sayang banget sama gue.,Sêmêntara guah bêgonoh kêngêrian buat ngêlanjutin hubungan guah kê arah nyang lêbih sêrius dan malah ngêmutusin buat pisah dari lanang nyang sayang pisan ama guah.
hotel d area persawahan bagus buat yg mau cari ketenangan.. fasilitas lengkap.. tp masih kotor dan banyak kerak dan debu d kamar n kamar mandi saya coba maklumi karna sedang ada renovasi,hotèl di lêba pêsawahan cakêp pêranti nyang mao nyari kêtênangan.. pasilitas kumplit.. tapi masing cêbrik ama banyak kêrak ama dêbu di pangkéng ama sumur guah coba nauin karna lagi ada nyang didandanin
ac nya kamar 309 bocor,ac nye pangkeng 309 ngerembes
Gunakan jaket atau baju tebal untuk mengurangi rasa dingin dan dapat menjaga tubuh tetap hangat,Pake jaket ato pakean tebel buat ngurangin rase dingin dan dapet menjage badan tetep anget
"TV tidak bersih, tidak dapat sarapan pagi, kamarnya tidak kedap sehingga suara dari luar terdengar.","Tipi kaga jernih, kaga ade nyarap, pangkengnye kaga kedep ampe suare dari luar kedengeran."
"di setiap pandangan mata,genggaman tangan,pelukan hangat,ada definisi cinta bagi tiap pasangan,ada pemahaman yang berbeda,ada pengertian yang berbeda,mungkin kamu akan lebih banyak terluka,tapi itu tidak akan membuatmu berhenti mencari cinta. A Perfect Love","di stiap tatapan mate, genggeman tangan, dekepan anget, ade depinisi cinte bagi tiep pasangan, ade pemahaman nyang berbeda, ade pengartian nyang beda, mungkin elu bakal lebih bejibun terluke, tapi itu kagak bakal buat elu berenti nyari cinte. Cinte nyang sempurne"
"Memangnya nilai dan ngejudge orang itu gampang banget dah... Apalagi kalo udah pernah hidup bareng... Wuuuh, berasa udah tau semuanya dong.. Hidup ngekos bareng 2 bulan = ngalahin yang hidup bareng 20 tahun...","Èmangnyah montên ama nuduh orang tuh gampang êmên dah... Apahlagih kalu udah pêrnah idup barêng... Wuuuh, bêrasa udah tau sêmuanyah dong.. Idup ngêkos barêng 2 bulan = ngalahin nyang idup barêng 20 taun..."
kebersihan kamar kurang sedikit terjaga..,keresikan kamar kurang sedikit terjage
"Temen SMA w nih , berhubung dia lg jomblo baru 2 hari mkanya gangguin orang. Barangkali ada yg mau knalan. Dia bilang kemren klo dia mau cari pasangan yg bisa ngeetiin tugasnya hehew [URL]","Temen SMA gue nih, pas bgt die jomblo baru 2 ari mengkenye gangguin orang. Barangkali ade yg mao kenalan. Die kate maren kalo die mao nyari cemceman yg bise ngeetiin gaweannye hehew [URL]"
tlg tingkatkan lgi kebersiahnya trutama di spray n handuk,Tulung tambahin lagih kêrêsikannyah têrutama di sêpréh ama anduk 
"[USERNAME] Happy anniv bil wkwkwk, langgeng terus sama radiiitt, gila radit niat loh foto foto ucapan annivnyaa, sampe dibantuin jg sama cewe2 disini:))))","[USERNAME] Selamet ulang taun perkawinan bil wkwkwk, terus bedue terus ama radiiitt, gile radit niat loh poto poto ucapan enipnyee, sampe dibantuin juge ama cewe-cewe dimarih:))))"
"pelayanannya ramah , kamarnya bagus walaupun spreinya agak kusem tp ngga papa soalnya saya bawa selimut cadangan tp aq bingung klo mau sholat harus turun dulu ke musholla tuk pinjam mukena. ribet euy terutama klo lagi hujan","pêlayanannyah gêpyak , pangkêngnyah cakêp walopun sêpréhnyah rada dêkil tapi ora ngapah-ngapah soalnyah guah bawa sêlimut sèrêp tapi guah kêlimpungan kalu mao sêmbahyang kudu turun dulu ke langgar buat minjêm mêkêna. ribêt ah têrutama kalu lagi ujan"
"Gemes bgt sama orang yg masih menganggap wajar pelecehan sexual secara verbal  mau verbal atau fisik atau apapun, itu tetap tidak dibenarkan!","Gemes bener ame orang yang masih nganggep wajar pelecehan seksual secare lisan  mao lisan ape pisik am ape juge, ntu tetep kagak dibenerin!"
"Mendikbud: Sekolah yang sekarang diberikan kepercayaan untuk menentukan kelulusan, diharapkan memegang kepercayaan tersebut","Mendikbud: Sekoleh yang sekarang dikasihin keyakinan bakal nentuin kelulusan, diharepin megang keyakinan ntu"
"Untuk cegah radikalisme? Mohon deskripsikan dulu batasan radikalisme. Kalau batasannya berupa kriminalisasi ajaran Islam, itu namanya radikalisme Sekuler. [URL]","Buat cegat radikalisme? Tulung deskripsiin dulu batesan radikalisme. Kalo batesannye ntu kriminalisasi ajaran Islam, ntu namenye radikalisme Sekuler. [URL]"
#Golkar #ARB 45 orang tewas dalam pemboman mobil di Libya Timur http://bit.ly/1AWa82b,#Golkar #ARB 45 orang mati dalem ledakan mobil di Libya Timur http://bit.ly/1AWa82b
"Terima kasih banyak atas donasi dr @DDsulsel brupa seragam olahraga,seragam sekolah,tas dan sepatu ","Makasih banyak buat donasi dari @DDsulsel brupe seragam olahrage,seragam sekola,tas dan sepatu "
"Sedang terjadi: seorang teman yg pas kuliah dulu sering bgt ngatain Jokowi, pemerintah ini itu lah, Jokowi ini itulah, ngechat gue dan nanya Gimana sih tipsnya biar lolos tes CPNS?","Lagi terjadi: seorang temen yang pas kulieh dulu sering banget ngatain Jokowi, pemerentah ini ntu lah, Jokowi ini ntu lah, ngirim pesen aye ame nanye gimane sih tipsnye supaye lolos tes CPNS?"
"Heran si, orang stres begitu masih berkeliarab d salemba. 2minggu yg lalu juga abis pukul anak cowok juga, kaya gitu mana ada yg mau betah d Salemba. Tp emang si RT RW lebih cepet nanggepin keluhan warganya.","Heran si, orang gile begituh masih mondar-mandir di Salemba. due Minggu yang laluh juge abis nonjok bocah cowok juge, kek gituh mane ade yang mao betah di Salemba. Tapi emang sih RT RW iyeng banget nanggepin keluhan wargenye. "
airy rooms memberikan garansi air panas gratis kok ini nambah Rp 10.000/malam kamar juga tidak sesuai dengan foto lebih jelek tv juga masih tv tabung belum LED,airy rooms ngasih garansi aer panas gratis kok ini nambah Rp 10.000/malem kamar juge kagak cocok ame poto lebih jelek tipi juge masih tipi tabung belom LED
"lu ngapa si galau mulu:( lu kalo galau banyak diem, kalau lg seneng gabisa diem. Mangat dong kak nanas seneng itu bisa nularin ke orang2 loh:( wkwk","Luh ngapah sih galau baè:( luh kalu galau banyak mênêng, kalu lagi sênêng ora bisa mênêng. Sêmangêt dong Mpok Nanas sênêng onoh bisa nèpain kê orang-orang loh:( wkwk"
#faktasahabat dia tukang minjemin hp kalo kita lagi ga ada pulsa,#faktèsobat diè tukang minjêmin hapè kalo kitè lagi kagak adè pulsè
"zzz -_- """"@izzizraa: Salamku sama yg baju kuning haha ?@esthii29: Happy birthday @LiskaLasantu2 ,all the best for you ????","zzz -_- """"@izzizraa: Salam aye ame yang baju kuning haha ?@esthii29: Selamet ulang taun @LiskaLasantu2 ,semue yang terbae bakal elu ????"
"Kotor, tidak ada air, jorok, tidak nyaman.","Kotor, kagak ada aer, merah-meruh, kagak kerasan."
Sekedar Shared Ucapan Terimakasih Charles Honoris http://bit.ly/1yQcWfy  #JokowiJK Jadwal Padat Hingga Tak Semp... http://bit.ly/1vQMAEj,Tebang ngirim Ucapan Makasi Charles Honoris http://bit.ly/1yQcWfy  #JokowiJK Jadwal Padet Ampe Kaga Semp... http://bit.ly/1vQMAEj
"apa korelasinya antara bulan puasa sama parkiran kosong ? marenmaren aja w dibikin emoshi tyap hari gegara sulit banget dapet parkir .. giliran ga bawa mobil, kosyoong melomponggggg #LYFE","ape ubungannye antare bulan puase ama parkiran kosong ? marenmaren aje gue dibuat kesel tiap ari gegara suseh banget dapet parkir .. giliran kagak bawa mobil, kosong melompong #LYFE"
"Pertama kali ketemu pas bayi umur 3 bulan dan sekarang sudah 6 taon kelas 1 SD, time so fast... namanya Raditya yang punya cita cita jadi petugas pemadam kebakaran. Pinter yo Le sekohale","Pertama kali kêtêmu wayah orok umur 3 bulan dan karang udah 6 taun kêlas 1 SD, waktu begonoh gasik... namanyah Raditya nyang punya cita cita jadi pêgawè pêmadêm kêbakaran. Pintêr yak Tong sêkolanyah"
[askMF] kalo lagi presentasi kalian yang maaf nih yang kurang suka sama bicara depan umum suka awkward gt ga sih dan takut salah ngmg?,[askMF] kalo lagi presentasi lu-lu pade nyang maap ni nyang kurang demen ama ngomong depan umum suka canggung gt kaga si dan ngeri sale ngomong?
"Orang yang paling jahat itu adalah orang yang tiba-tiba datang, terus pergi lagi. Dan di saat itu kita udah susah payah move on.","Orang nyang paling kejem ntu ya orang nyang ujug-ujug dateng, trus pegih lagi. Dan di saat ntu kite udeh suse payah bangkit."
banyak kecoa dan kutu dan airnya bau,Bejibun kecoe dan kutu dan aernye bau
"Ketika yang nge catfish in elo adalah nyokap lo sendiri, foto WA dia gapernah pake foto sendiri selalu pake foto gue. Banyak klien dia yang tiba2 ganjen, tiba2 ngajak ketemu, lah padahal gue nya aja boro2 ada yang modusin","Wayah nyang ngênipuin idèntitas diri êlu adalah ênyaklu dèwèk, poto WA diè kagak pêrnèh pakè poto dèwèk sêlalu pakè poto ayè. Banyak klién diè nyang ujug-ujug ganjên, ujug-ujug ngajak kêtêmu, lah padahal ayènyè ajè boro-boro adè nyang modusin"
Keberanian Raffi Ahmad Untuk Gigi @dahSyatMusik http://youtu.be/Lc4_J28QK-U?a,Kêbêranian Raffi Ahmad Buat Gigi @dahSyatMusik http://youtu.be/Lc4_J28QK-U?a
"Wifi lemot, tidak ada air panas, dan kamar mandi kurang bersih","Wifi lelet, kagak ada aer panas, ame jamban kurang resik"
"Dari mulai disuruh2, dibentak, dimarah-marah. Untungnya sih ga ada kekerasan fisik ya, tapi dari segi mental itu yang jadi kita takut/ga nyaman buat pergi ke sekolah kita sendiri. Walaupun katanya cuma akting, tapi tetep ajalah ngebekas.","Dari mulain disuruh-suruh, dibentak, diomel-omelin. Untungnye sih kagak ada kekerasan pisik ye, tapi dari sisi mental ntu yang jadi kite iseng/kagak kerasan bakal minggat ke sekoleh kite dewek. Walao juge katanye tibang ekting, tapi tetep ajelah ngebekas."
air panas susah... sedikit banget .. cuman 5 menit abis langsung.. room ok sih,aer panas suseh... sedikit bener .. tibang 5 menit abis langsung.. kamar okeh sih
"Nenek-nenek 'Terbangkan' Jeep, Timpa 3 Mobil Mewah http://bit.ly/1A5lpGq  via @VIVAnews","Nenek-nenek 'Nerbangin' Jeep, Nibanin tige Mobil Mewah http://bit.ly/1A5lpGq liwat @VIVAnews"
"Pimpinan KPK Usulan SBY Tak Dipilih Jokowi http://kom.ps/AFploc  """"@wahyudi_sudibya: Bersihkan KPK dari Rezim SBY? http://brt.st/4t5j ","Pinan KPK Usulan SBY Kagak Dipilih Jokowi http://kom.ps/AFploc """"@wahyudi_sudibya: Bersihkan KPK dari Rezim SBY? http://brt.st/4t5j"
Tiga Remaja Putri Dikhawatirkan Gabung ISIS http://goo.gl/fb/BPCFGS  http://goo.gl/VUXs9j,Tige Remaje Wadon Dikhawatirin Ngikut ISIS http://goo.gl/fb/BPCFGS  http://goo.gl/VUXs9j
Kamu bilang sayang bila pembangunan [USERNAME] tdk dilanjutkan apa kamu berfikir presiden berikutnya tdk akan membangun? Mengapa tdk bilang sayang jk hutang yg menggunung jokowi tdk dilanjutkan hingga negara ini bangkrut??? Selamat jd cebi syaratnya emang otak tdk dipake,Lu kate sayang bile pembangunan [USERNAME] kaga dilanjutin ape lu mikir presiden berikutnye kaga bakal ngebangun? Ngape kaga bilang sayang kalo utang nyang ngegunung jokowi kaga dilanjutin ampe negare eni bangkrut??? Selamet jadi cebi syaratnye emang otak kaga dipake
"Ini mah siapa tau ada yg nyariin (geer),, trisa nya lagi tapa (baca : nonton yayank afgan lg konser).. ? [pic] ? https://path.com/p/2pRqC3 ","Inih mah siape tau ade nyang nyariin (geer),, trisanye lage tapa (bace: nonton sayang afgan lage konser).. ? [pic] ? https://path.com/p/2pRqC3 "
"Pengelola di lapangan tidak komunikatif, kamar mandi masih kotor (banyak kekuningan di keramik), AC kurang dingin, channel TV terbatas, pengelola lapangan jarang di tempat dan tidak ada tempat sampai namun sesuai dengan harganya 50 ribu.","Pengelole di lapangan kagak komunikatif, sumur masih cebrik (kuning-kuning nempel di ubin), AC kureng adem, saluran tipi kagak banyak, pengelole lapangan ngilang mulu dan kagak ade tempat ampe tapi same ame bujetnye 50 rebu. "
"Bersih,nyaman & asri. Cuma syg prnh airnya mati setengah hari & lokasinya bkn d jalan utama","Apik, kerasan, dan indeh. cume sayang pernah aernye kagak idup setengah ari dan tempatnye bukan di jalan utame."
"Ga ada gunanya pit against another women, terutama yg sdh mendapat perlakuan tdk menyenangkan. Mungkin dulu wanita2 ga pny hati dan empati ini juga dilecehkan, namun instead of dia lawan, malah dianggap menyenangkan. Shame on them!","Kaga ade gunenye ngadu ama wadonan laen, terutame nyang udeh dapet perlakuan kaga nyenengin. Kayenye dulu wadon-wadon kaga punye ati ama empati eni juge dilecehin, cuman bukannye die lawan, malah dianggep nyenengin. Die-die pade malu-maluin!"
Toilet kurang bersih dan bagus. Kamarnya pun agak bau dan pengap,Jamban kurang rêsik dan cakêp. Pangkèngnyè gè radè apêk dan ngêlêkêb
kamar seram dan kotor. sepertinya badcovernya tidak di ganti karna banyak bercak noda,kamar serem ame kotor. kayaknye ambalnye kagak di ganti soalnye banyak bercak node
"Air macet di jam jam penting, di keterangan fasilitas air hangat tidak ditentukan jam kan? Jam 18 air hangat tidak berfungsi, untuk apa mandi air hangat pagi hari? Justru yang penting itu malam, bagaimana orang yang aktifitas sampai malam dan baru bisa man","Aer mampet di jem jem genting, di catetan pasilitas aer anget kagak ditentuin jem kan? Jem enem sore aer anget kagak berpungsi, buat ape mandi aer anget pagi ari? Justru nyang penting itu malem, begimane orang nyang kegiatannye ampe malem dan baru bise mandi"
"Wifinya tidak jalan, sangat disayangkan. Ruangan terlalu gelap dan tidak ada jendela","Wipinye kagak konek, sayang banget. Ruangan gelap banget dan kagak ade jendela"
"Pohon plastik, tong sampah ndak ada yg menarik perhatianku. Hanya satu perhatianku, SAMPAH! Nyari konten status nyinyir tapi gak ada sumbangsih thdp kebersihan. Semudah jari membuat status nyinyir berbanding terbalik dgn niat pada hal yang nyata. Hidup hanya sebatas kuota!","Pohon plastik, tong sampah ndak ada yg menarik perhatianku. Hanya satu perhatianku, SAMPAH! Nyari konten status nyinyir tapi gak ada sumbangsih thdp kebersihan. Semudah jari membuat status nyinyir berbanding terbalik dgn niat pada hal yang nyata. Hidup hanya sebatas kuota!"
Tapi so far ga ada yg aneh sih Ka malah byk yg support Justru lebih ngeri netizen di IG kayanya wkwk jgn dikunci sayang Ka,Tapi sejauh ini kagak ada yang aneh Mpo maleh banyak yang dukung lebih iseng masyarakat di IG kayaknye wkwk jangan dikonci sayang Mpo
"Badai, Mobil Ringsek Tertimpa Pohon http://republika.co.id/r/nk56vy ","Badei, Mobil Gepeng Ketiban Pohon http://republika.co.id/r/nk56vy "
"nomer telpon susah d hubungi, g ada penjaga","nomer telpon suse dibel, kaga ade penjage"
Happy mansive Daddy wah udah 1 bulan aja. Aku beruntung banget dapetin daddy dan makasih atas selama 1 bulan yang udah kita jalani daddy udah buat aku selalu senyum. Aku sayaaangg banget sama daddy ga ngerti lagi sayang nya gimana.. Intinya I LOVE YOU!,Sêlemêt ari jadi bulanan Babéh wah udéh 1 bulan ajè. Ayè mujur bangêt dapêtin babèh dan têrimè kasih buat sêlamè 1 bulan nyang udèh kitè jalanin babèh udèh ngêjè ayè sêlalu mèsêm. Ayè sayang bangêt amè babèh kagak ngarti lagi sayangnyè gimanè.. Intinyè AYÈ CINTÈ ÊLU!
Murah sih tapi kamarnya ada yg bocor dan perabotan kotor.,Mureh sih tapi kamarnye ada yang rembes ame perabotan kotor
"Alhamdulillah 'ala kulli haal, Jazakumullah ntk Pak Arief dan Pak Basyit atas bimbingan, arahan, coretan, revisi, omelan dsb selama 1 semester ini. Sehat selalu ya, pak. Tetaplah menginspirasi. #latepost","Alhamdulillah 'ala kulli haal, Jazakumullah bakal Babeh Arief ame Babeh Basyit atas bimbingan, arahan, coretan, revisi, omelan ame sebageinye selame 1 semester ini. Sehat selalu ye, babeh. Teteplah menginspirasi. #postingantelat"
